climate_zone	county
4	Camden County, Missouri
4	Camden County, New Jersey
4	Campbell County, Kentucky
4	Campbell County, Tennessee
4	Campbell County, Virginia
4	Cannon County, Tennessee
4	Cape Girardeau County, Missouri
4	Cape May County, New Jersey
4	Carlisle County, Kentucky
4	Caroline County, Maryland
4	Caroline County, Virginia
4	Carroll County, Arkansas
4	Carroll County, Kentucky
4	Carroll County, Maryland
4	Carroll County, Missouri
4	Carroll County, Tennessee
4	Carroll County, Virginia
4	Carson County, Texas
4	Carter County, Kentucky
4	Carter County, Missouri
4	Carter County, Tennessee
4	Casey County, Kentucky
4	Cass County, Missouri
4	Castro County, Texas
4	Caswell County, North Carolina
4	Catawba County, North Carolina
4	Catoosa County, Georgia
4	Cecil County, Maryland
4	Cedar County, Missouri
4	Charles City County, Virginia
4	Charles County, Maryland
4	Charlotte County, Virginia
4	Charlottesville County, Virginia
4	Chase County, Kansas
4	Chatham County, North Carolina
4	Chattooga County, Georgia
4	Chautauqua County, Kansas
4	Cheatham County, Tennessee
4	Cherokee County, Kansas
4	Cherokee County, North Carolina
4	Chesapeake County, Virginia
4	Chester County, Pennsylvania
4	Chesterfield County, Virginia
4	Christian County, Illinois
4	Christian County, Kentucky
4	Christian County, Missouri
4	Cibola County, New Mexico
4	Cimarron County, Oklahoma
4	Clackamas County, Oregon
4	Claiborne County, Tennessee
4	Clallam County, Washington
4	Clark County, Indiana
4	Clark County, Kansas
4	Clark County, Kentucky
4	Clark County, Washington
4	Clarke County, Virginia
4	Clatsop County, Oregon
4	Clay County, Illinois
4	Clay County, Kansas
4	Clay County, Kentucky
4	Clay County, Missouri
4	Clay County, North Carolina
4	Clay County, Tennessee
4	Clay County, West Virginia
4	Clermont County, Ohio
4	Cleveland County, North Carolina
4	Clinton County, Illinois
4	Clinton County, Kentucky
4	Cochran County, Texas
4	Cocke County, Tennessee
4	Coffee County, Tennessee
4	Coffey County, Kansas
4	Cole County, Missouri
4	Colonial Heights County, Virginia
4	Columbia County, Oregon
4	Comanche County, Kansas
4	Cooper County, Missouri
4	Coos County, Oregon
4	Covington County, Virginia
4	Cowley County, Kansas
4	Cowlitz County, Washington
4	Craig County, Virginia
4	Crawford County, Illinois
4	Crawford County, Indiana
4	Crawford County, Kansas
4	Crawford County, Missouri
4	Crittenden County, Kentucky
4	Culpeper County, Virginia
4	Cumberland County, Kentucky
4	Cumberland County, New Jersey
4	Cumberland County, Tennessee
4	Cumberland County, Virginia
4	Curry County, New Mexico
4	Curry County, Oregon
4	Dade County, Georgia
4	Dade County, Missouri
4	Dallam County, Texas
4	Dallas County, Missouri
4	Danville County, Virginia
4	Davidson County, Tennessee
4	Davie County, North Carolina
4	Daviess County, Indiana
4	Daviess County, Kentucky
4	Dawson County, Georgia
4	De Baca County, New Mexico
4	DeKalb County, Tennessee
4	Deaf Smith County, Texas
4	Dearborn County, Indiana
4	Decatur County, Tennessee
4	Del Norte County, California
4	Delaware County, Pennsylvania
4	Dent County, Missouri
4	Dickenson County, Virginia
4	Dickinson County, Kansas
4	Dickson County, Tennessee
4	Dinwiddie County, Virginia
4	District of Columbia County, District of Columbia
4	Doniphan County, Kansas
4	Donley County, Texas
4	Dorchester County, Maryland
4	Douglas County, Kansas
4	Douglas County, Missouri
4	Douglas County, Oregon
4	Dubois County, Indiana
4	Dunklin County, Missouri
4	Durham County, North Carolina
4	Edmonson County, Kentucky
4	Edwards County, Illinois
4	Edwards County, Kansas
4	Effingham County, Illinois
4	El Dorado County, California
4	Elk County, Kansas
4	Elliott County, Kentucky
4	Ellsworth County, Kansas
4	Emporia County, Virginia
4	Essex County, New Jersey
4	Essex County, Virginia
4	Estill County, Kentucky
4	Fairfax City County, Virginia
4	Fairfax County, Virginia
4	Falls Church County, Virginia
4	Fannin County, Georgia
4	Fauquier County, Virginia
4	Fayette County, Illinois
4	Fayette County, Kentucky
4	Fentress County, Tennessee
4	Finney County, Kansas
4	Fleming County, Kentucky
4	Floyd County, Georgia
4	Floyd County, Indiana
4	Floyd County, Kentucky
4	Floyd County, Texas
4	Floyd County, Virginia
4	Fluvanna County, Virginia
4	Ford County, Kansas
4	Forsyth County, North Carolina
4	Franklin City County, Virginia
4	Franklin County, Georgia
4	Franklin County, Illinois
4	Franklin County, Kansas
4	Franklin County, Kentucky
4	Franklin County, Missouri
4	Franklin County, North Carolina
4	Franklin County, Tennessee
4	Franklin County, Virginia
4	Frederick County, Maryland
4	Frederick County, Virginia
4	Fredericksburg County, Virginia
4	Fulton County, Arkansas
4	Fulton County, Kentucky
4	Galax County, Virginia
4	Gallatin County, Illinois
4	Gallatin County, Kentucky
4	Gallia County, Ohio
4	Garrard County, Kentucky
4	Gasconade County, Missouri
4	Gates County, North Carolina
4	Geary County, Kansas
4	Gibson County, Indiana
4	Gibson County, Tennessee
4	Gila County, Arizona
4	Giles County, Tennessee
4	Giles County, Virginia
4	Gilmer County, Georgia
4	Gilmer County, West Virginia
4	Gloucester County, New Jersey
4	Gloucester County, Virginia
4	Goochland County, Virginia
4	Gordon County, Georgia
4	Graham County, North Carolina
4	Grainger County, Tennessee
4	Grant County, Kansas
4	Grant County, Kentucky
4	Grant County, New Mexico
4	Granville County, North Carolina
4	Graves County, Kentucky
4	Gray County, Kansas
4	Gray County, Texas
4	Grays Harbor County, Washington
4	Grayson County, Kentucky
4	Grayson County, Virginia
4	Green County, Kentucky
4	Greene County, Indiana
4	Greene County, Missouri
4	Greene County, Tennessee
4	Greene County, Virginia
4	Greensville County, Virginia
4	Greenup County, Kentucky
4	Greenwood County, Kansas
4	Grundy County, Tennessee
4	Guadalupe County, New Mexico
4	Guilford County, North Carolina
4	Habersham County, Georgia
4	Hale County, Texas
4	Halifax County, North Carolina
4	Halifax County, Virginia
4	Hall County, Georgia
4	Hamblen County, Tennessee
4	Hamilton County, Illinois
4	Hamilton County, Ohio
4	Hamilton County, Tennessee
4	Hampton County, Virginia
4	Hancock County, Kentucky
4	Hancock County, Tennessee
4	Hanover County, Virginia
4	Hansford County, Texas
4	Hardin County, Illinois
4	Hardin County, Kentucky
4	Harford County, Maryland
4	Harlan County, Kentucky
4	Harnett County, North Carolina
4	Harper County, Kansas
4	Harrison County, Indiana
4	Harrison County, Kentucky
4	Harrisonburg County, Virginia
4	Hart County, Kentucky
4	Hartley County, Texas
4	Harvey County, Kansas
4	Haskell County, Kansas
4	Hawkins County, Tennessee
4	Haywood County, North Carolina
4	Henderson County, Kentucky
4	Henderson County, North Carolina
4	Henrico County, Virginia
4	Henry County, Kentucky
4	Henry County, Missouri
4	Henry County, Tennessee
4	Henry County, Virginia
4	Hertford County, North Carolina
4	Hickman County, Kentucky
4	Hickman County, Tennessee
4	Hickory County, Missouri
4	Highland County, Virginia
4	Hockley County, Texas
4	Hodgeman County, Kansas
4	Hopewell County, Virginia
4	Hopkins County, Kentucky
4	Houston County, Tennessee
4	Howard County, Maryland
4	Howard County, Missouri
4	Howell County, Missouri
4	Hudson County, New Jersey
4	Humboldt County, California
4	Humphreys County, Tennessee
4	Hutchinson County, Texas
4	Inyo County, California
4	Iredell County, North Carolina
4	Iron County, Missouri
4	Isle of Wight County, Virginia
4	Izard County, Arkansas
4	Jackson County, Illinois
4	Jackson County, Indiana
4	Jackson County, Kansas
4	Jackson County, Kentucky
4	Jackson County, Missouri
4	Jackson County, North Carolina
4	Jackson County, Oregon
4	Jackson County, Tennessee
4	Jackson County, West Virginia
4	James City County, Virginia
4	Jasper County, Illinois
4	Jasper County, Missouri
4	Jefferson County, Illinois
4	Jefferson County, Indiana
4	Jefferson County, Kansas
4	Jefferson County, Kentucky
4	Jefferson County, Missouri
4	Jefferson County, Tennessee
4	Jefferson County, Washington
4	Jefferson County, West Virginia
4	Jennings County, Indiana
4	Jessamine County, Kentucky
4	Johnson County, Illinois
4	Johnson County, Kansas
4	Johnson County, Kentucky
4	Johnson County, Missouri
4	Johnson County, Tennessee
4	Josephine County, Oregon
4	Kanawha County, West Virginia
4	Kearny County, Kansas
4	Kent County, Delaware
4	Kent County, Maryland
4	Kenton County, Kentucky
4	King County, Washington
4	King George County, Virginia
4	King William County, Virginia
4	King and Queen County, Virginia
4	Kingman County, Kansas
4	Kings County, New York
4	Kiowa County, Kansas
4	Kitsap County, Washington
4	Knott County, Kentucky
4	Knox County, Indiana
4	Knox County, Kentucky
4	Knox County, Tennessee
4	Labette County, Kansas
4	Laclede County, Missouri
4	Lafayette County, Missouri
4	Lake County, California
4	Lamb County, Texas
4	Lancaster County, Virginia
4	Lane County, Oregon
4	Larue County, Kentucky
4	Las Animas County, Colorado
4	Laurel County, Kentucky
4	Lawrence County, Illinois
4	Lawrence County, Indiana
4	Lawrence County, Kentucky
4	Lawrence County, Missouri
4	Lawrence County, Ohio
4	Lawrence County, Tennessee
4	Leavenworth County, Kansas
4	Lee County, Kentucky
4	Lee County, North Carolina
4	Lee County, Virginia
4	Leslie County, Kentucky
4	Letcher County, Kentucky
4	Lewis County, Kentucky
4	Lewis County, Tennessee
4	Lewis County, Washington
4	Lexington County, Virginia
4	Lincoln County, Kansas
4	Lincoln County, Kentucky
4	Lincoln County, Missouri
4	Lincoln County, New Mexico
4	Lincoln County, North Carolina
4	Lincoln County, Oregon
4	Lincoln County, Tennessee
4	Lincoln County, West Virginia
4	Linn County, Kansas
4	Linn County, Oregon
4	Lipscomb County, Texas
4	Livingston County, Kentucky
4	Logan County, Kentucky
4	Logan County, West Virginia
4	Loudon County, Tennessee
4	Loudoun County, Virginia
4	Louisa County, Virginia
4	Lumpkin County, Georgia
4	Lunenburg County, Virginia
4	Lynchburg County, Virginia
4	Lyon County, Kansas
4	Lyon County, Kentucky
4	Macon County, North Carolina
4	Macon County, Tennessee
4	Macoupin County, Illinois
4	Madison County, Arkansas
4	Madison County, Illinois
4	Madison County, Kentucky
4	Madison County, Missouri
4	Madison County, North Carolina
4	Madison County, Virginia
4	Magoffin County, Kentucky
4	Manassas County, Virginia
4	Manassas Park County, Virginia
4	Maries County, Missouri
4	Marion County, Arkansas
4	Marion County, Illinois
4	Marion County, Kansas
4	Marion County, Kentucky
4	Marion County, Oregon
4	Marion County, Tennessee
4	Mariposa County, California
4	Marshall County, Kansas
4	Marshall County, Kentucky
4	Marshall County, Tennessee
4	Martin County, Indiana
4	Martin County, Kentucky
4	Martinsville County, Virginia
4	Mason County, Kentucky
4	Mason County, Washington
4	Mason County, West Virginia
4	Massac County, Illinois
4	Mathews County, Virginia
4	Maury County, Tennessee
4	McCracken County, Kentucky
4	McCreary County, Kentucky
4	McDonald County, Missouri
4	McDowell County, North Carolina
4	McDowell County, West Virginia
4	McLean County, Kentucky
4	McMinn County, Tennessee
4	McPherson County, Kansas
4	Meade County, Kansas
4	Meade County, Kentucky
4	Mecklenburg County, Virginia
4	Meigs County, Tennessee
4	Menifee County, Kentucky
4	Mercer County, Kentucky
4	Mercer County, West Virginia
4	Metcalfe County, Kentucky
4	Miami County, Kansas
4	Middlesex County, New Jersey
4	Middlesex County, Virginia
4	Miller County, Missouri
4	Mingo County, West Virginia
4	Mississippi County, Missouri
4	Moniteau County, Missouri
4	Monmouth County, New Jersey
4	Monroe County, Illinois
4	Monroe County, Indiana
4	Monroe County, Kentucky
4	Monroe County, Missouri
4	Monroe County, Tennessee
4	Monroe County, West Virginia
4	Montgomery County, Illinois
4	Montgomery County, Kansas
4	Montgomery County, Kentucky
4	Montgomery County, Maryland
4	Montgomery County, Missouri
4	Montgomery County, Pennsylvania
4	Montgomery County, Tennessee
4	Montgomery County, Virginia
4	Moore County, Tennessee
4	Moore County, Texas
4	Morgan County, Kentucky
4	Morgan County, Missouri
4	Morgan County, Tennessee
4	Morgan County, West Virginia
4	Morris County, Kansas
4	Morton County, Kansas
4	Muhlenberg County, Kentucky
4	Multnomah County, Oregon
4	Murray County, Georgia
4	Nash County, North Carolina
4	Nassau County, New York
4	Nelson County, Kentucky
4	Nelson County, Virginia
4	Nemaha County, Kansas
4	Neosho County, Kansas
4	New Castle County, Delaware
4	New Kent County, Virginia
4	New Madrid County, Missouri
4	New York County, New York
4	Newport News County, Virginia
4	Newton County, Arkansas
4	Newton County, Missouri
4	Nicholas County, Kentucky
4	Norfolk County, Virginia
4	Northampton County, North Carolina
4	Northampton County, Virginia
4	Northumberland County, Virginia
4	Norton County, Virginia
4	Nottoway County, Virginia
4	Obion County, Tennessee
4	Ocean County, New Jersey
4	Ochiltree County, Texas
4	Ohio County, Indiana
4	Ohio County, Kentucky
4	Oldham County, Kentucky
4	Oldham County, Texas
4	Orange County, Indiana
4	Orange County, North Carolina
4	Orange County, Virginia
4	Oregon County, Missouri
4	Osage County, Kansas
4	Osage County, Missouri
4	Otero County, Colorado
4	Ottawa County, Kansas
4	Overton County, Tennessee
4	Owen County, Kentucky
4	Owsley County, Kentucky
4	Ozark County, Missouri
4	Pacific County, Washington
4	Page County, Virginia
4	Parmer County, Texas
4	Patrick County, Virginia
4	Pawnee County, Kansas
4	Pemiscot County, Missouri
4	Pendleton County, Kentucky
4	Perry County, Illinois
4	Perry County, Indiana
4	Perry County, Kentucky
4	Perry County, Missouri
4	Perry County, Tennessee
4	Person County, North Carolina
4	Petersburg County, Virginia
4	Pettis County, Missouri
4	Phelps County, Missouri
4	Philadelphia County, Pennsylvania
4	Pickens County, Georgia
4	Pickett County, Tennessee
4	Pierce County, Washington
4	Pike County, Indiana
4	Pike County, Kentucky
4	Pike County, Ohio
4	Pittsylvania County, Virginia
4	Platte County, Missouri
4	Pleasants County, West Virginia
4	Polk County, Missouri
4	Polk County, North Carolina
4	Polk County, Oregon
4	Polk County, Tennessee
4	Pope County, Illinois
4	Poquoson County, Virginia
4	Portsmouth County, Virginia
4	Posey County, Indiana
4	Pottawatomie County, Kansas
4	Potter County, Texas
4	Powell County, Kentucky
4	Powhatan County, Virginia
4	Pratt County, Kansas
4	Prince Edward County, Virginia
4	Prince George County, Virginia
4	Prince George's County, Maryland
4	Prince William County, Virginia
4	Pulaski County, Illinois
4	Pulaski County, Kentucky
4	Pulaski County, Missouri
4	Pulaski County, Virginia
4	Putnam County, Tennessee
4	Putnam County, West Virginia
4	Quay County, New Mexico
4	Queen Anne's County, Maryland
4	Queens County, New York
4	Rabun County, Georgia
4	Radford County, Virginia
4	Randall County, Texas
4	Randolph County, Illinois
4	Randolph County, Missouri
4	Rappahannock County, Virginia
4	Ray County, Missouri
4	Reno County, Kansas
4	Reynolds County, Missouri
4	Rhea County, Tennessee
4	Rice County, Kansas
4	Richland County, Illinois
4	Richmond City County, Virginia
4	Richmond County, New York
4	Richmond County, Virginia
4	Riley County, Kansas
4	Ripley County, Indiana
4	Ripley County, Missouri
4	Ritchie County, West Virginia
4	Roane County, Tennessee
4	Roane County, West Virginia
4	Roanoke City County, Virginia
4	Roanoke County, Virginia
4	Roberts County, Texas
4	Robertson County, Kentucky
4	Robertson County, Tennessee
4	Rockbridge County, Virginia
4	Rockcastle County, Kentucky
4	Rockingham County, North Carolina
4	Rockingham County, Virginia
4	Roosevelt County, New Mexico
4	Rowan County, Kentucky
4	Rush County, Kansas
4	Russell County, Kansas
4	Russell County, Kentucky
4	Russell County, Virginia
4	Rutherford County, North Carolina
4	Rutherford County, Tennessee
4	Salem County, New Jersey
4	Salem County, Virginia
4	Saline County, Illinois
4	Saline County, Kansas
4	Saline County, Missouri
4	Scioto County, Ohio
4	Scott County, Indiana
4	Scott County, Kentucky
4	Scott County, Missouri
4	Scott County, Tennessee
4	Scott County, Virginia
4	Searcy County, Arkansas
4	Sedgwick County, Kansas
4	Sequatchie County, Tennessee
4	Sevier County, Tennessee
4	Seward County, Kansas
4	Shannon County, Missouri
4	Shawnee County, Kansas
4	Shelby County, Illinois
4	Shelby County, Kentucky
4	Shenandoah County, Virginia
4	Sherman County, Texas
4	Sierra County, New Mexico
4	Simpson County, Kentucky
4	Skagit County, Washington
4	Smith County, Tennessee
4	Smyth County, Virginia
4	Snohomish County, Washington
4	Socorro County, New Mexico
4	Somerset County, Maryland
4	Southampton County, Virginia
4	Spencer County, Indiana
4	Spencer County, Kentucky
4	Spotsylvania County, Virginia
4	St. Charles County, Missouri
4	St. Clair County, Illinois
4	St. Clair County, Missouri
4	St. Francois County, Missouri
4	St. Louis City County, Missouri
4	St. Louis County, Missouri
4	St. Mary's County, Maryland
4	Stafford County, Kansas
4	Stafford County, Virginia
4	Stanton County, Kansas
4	Staunton County, Virginia
4	Ste. Genevieve County, Missouri
4	Stephens County, Georgia
4	Stevens County, Kansas
4	Stewart County, Tennessee
4	Stoddard County, Missouri
4	Stokes County, North Carolina
4	Stone County, Arkansas
4	Stone County, Missouri
4	Suffolk County, New York
4	Suffolk County, Virginia
4	Sullivan County, Indiana
4	Sullivan County, Tennessee
4	Sumner County, Kansas
4	Sumner County, Tennessee
4	Surry County, North Carolina
4	Surry County, Virginia
4	Sussex County, Delaware
4	Sussex County, Virginia
4	Swain County, North Carolina
4	Swisher County, Texas
4	Switzerland County, Indiana
4	Talbot County, Maryland
4	Taney County, Missouri
4	Taylor County, Kentucky
4	Tazewell County, Virginia
4	Texas County, Missouri
4	Texas County, Oklahoma
4	Thurston County, Washington
4	Tillamook County, Oregon
4	Todd County, Kentucky
4	Towns County, Georgia
4	Transylvania County, North Carolina
4	Trigg County, Kentucky
4	Trimble County, Kentucky
4	Trinity County, California
4	Trousdale County, Tennessee
4	Tuolumne County, California
4	Tyler County, West Virginia
4	Unicoi County, Tennessee
4	Union County, Georgia
4	Union County, Illinois
4	Union County, Kentucky
4	Union County, New Jersey
4	Union County, New Mexico
4	Union County, Tennessee
4	Valencia County, New Mexico
4	Van Buren County, Tennessee
4	Vance County, North Carolina
4	Vanderburgh County, Indiana
4	Vernon County, Missouri
4	Virginia Beach County, Virginia
4	Wabash County, Illinois
4	Wabaunsee County, Kansas
4	Wahkiakum County, Washington
4	Wake County, North Carolina
4	Walker County, Georgia
4	Warren County, Kentucky
4	Warren County, Missouri
4	Warren County, North Carolina
4	Warren County, Tennessee
4	Warren County, Virginia
4	Warrick County, Indiana
4	Washington County, Arkansas
4	Washington County, Illinois
4	Washington County, Indiana
4	Washington County, Kansas
4	Washington County, Kentucky
4	Washington County, Maryland
4	Washington County, Missouri
4	Washington County, Ohio
4	Washington County, Oregon
4	Washington County, Tennessee
4	Washington County, Virginia
4	Wayne County, Illinois
4	Wayne County, Kentucky
4	Wayne County, Missouri
4	Wayne County, Tennessee
4	Wayne County, West Virginia
4	Waynesboro County, Virginia
4	Weakley County, Tennessee
4	Webster County, Kentucky
4	Webster County, Missouri
4	Westchester County, New York
4	Westmoreland County, Virginia
4	Whatcom County, Washington
4	White County, Georgia
4	White County, Illinois
4	White County, Tennessee
4	Whitfield County, Georgia
4	Whitley County, Kentucky
4	Wicomico County, Maryland
4	Wilkes County, North Carolina
4	Williamsburg County, Virginia
4	Williamson County, Illinois
4	Williamson County, Tennessee
4	Wilson County, Kansas
4	Wilson County, Tennessee
4	Winchester County, Virginia
4	Wirt County, West Virginia
4	Wise County, Virginia
4	Wolfe County, Kentucky
4	Wood County, West Virginia
4	Woodford County, Kentucky
4	Woodson County, Kansas
4	Worcester County, Maryland
4	Wright County, Missouri
4	Wyandotte County, Kansas
4	Wyoming County, West Virginia
4	Wythe County, Virginia
4	Yadkin County, North Carolina
4	Yamhill County, Oregon
4	Yavapai County, Arizona
4	Yoakum County, Texas
4	York County, Pennsylvania
4	York County, Virginia
5	Ada County, Idaho
5	Adair County, Iowa
5	Adair County, Missouri
5	Adams County, Colorado
5	Adams County, Illinois
5	Adams County, Indiana
5	Adams County, Iowa
5	Adams County, Nebraska
5	Adams County, Pennsylvania
5	Adams County, Washington
5	Albany County, New York
5	Allegan County, Michigan
5	Alleghany County, North Carolina
5	Allegheny County, Pennsylvania
5	Allen County, Indiana
5	Allen County, Ohio
5	Andrew County, Missouri
5	Antelope County, Nebraska
5	Apache County, Arizona
5	Appanoose County, Iowa
5	Arapahoe County, Colorado
5	Armstrong County, Pennsylvania
5	Arthur County, Nebraska
5	Ashe County, North Carolina
5	Ashland County, Ohio
5	Ashtabula County, Ohio
5	Asotin County, Washington
5	Atchison County, Missouri
5	Athens County, Ohio
5	Audubon County, Iowa
5	Auglaize County, Ohio
5	Avery County, North Carolina
5	Baker County, Oregon
5	Banner County, Nebraska
5	Barbour County, West Virginia
5	Barnstable County, Massachusetts
5	Barry County, Michigan
5	Bartholomew County, Indiana
5	Bay County, Michigan
5	Beaver County, Pennsylvania
5	Beaver County, Utah
5	Bedford County, Pennsylvania
5	Belmont County, Ohio
5	Benewah County, Idaho
5	Bennett County, South Dakota
5	Bent County, Colorado
5	Benton County, Indiana
5	Benton County, Iowa
5	Benton County, Washington
5	Bergen County, New Jersey
5	Berks County, Pennsylvania
5	Berkshire County, Massachusetts
5	Berrien County, Michigan
5	Blackford County, Indiana
5	Blaine County, Nebraska
5	Blair County, Pennsylvania
5	Bon Homme County, South Dakota
5	Boone County, Illinois
5	Boone County, Indiana
5	Boone County, Iowa
5	Boone County, Nebraska
5	Boulder County, Colorado
5	Box Butte County, Nebraska
5	Boyd County, Nebraska
5	Bradford County, Pennsylvania
5	Branch County, Michigan
5	Bristol County, Massachusetts
5	Bristol County, Rhode Island
5	Brooke County, West Virginia
5	Broomfield County, Colorado
5	Brown County, Illinois
5	Brown County, Nebraska
5	Buchanan County, Missouri
5	Buffalo County, Nebraska
5	Bureau County, Illinois
5	Burt County, Nebraska
5	Butler County, Nebraska
5	Butler County, Ohio
5	Butler County, Pennsylvania
5	Caldwell County, Missouri
5	Calhoun County, Illinois
5	Calhoun County, Michigan
5	Cambria County, Pennsylvania
5	Canyon County, Idaho
5	Carbon County, Pennsylvania
5	Carroll County, Illinois
5	Carroll County, Indiana
5	Carroll County, Iowa
5	Carroll County, Ohio
5	Carson City County, Nevada
5	Cass County, Illinois
5	Cass County, Indiana
5	Cass County, Iowa
5	Cass County, Michigan
5	Cass County, Nebraska
5	Cassia County, Idaho
5	Catron County, New Mexico
5	Cayuga County, New York
5	Cedar County, Iowa
5	Cedar County, Nebraska
5	Centre County, Pennsylvania
5	Champaign County, Illinois
5	Champaign County, Ohio
5	Chariton County, Missouri
5	Charles Mix County, South Dakota
5	Chase County, Nebraska
5	Chautauqua County, New York
5	Chelan County, Washington
5	Chemung County, New York
5	Cherry County, Nebraska
5	Cheshire County, New Hampshire
5	Cheyenne County, Colorado
5	Cheyenne County, Kansas
5	Cheyenne County, Nebraska
5	Churchill County, Nevada
5	Clarion County, Pennsylvania
5	Clark County, Illinois
5	Clark County, Missouri
5	Clark County, Ohio
5	Clarke County, Iowa
5	Clay County, Indiana
5	Clay County, Nebraska
5	Clay County, South Dakota
5	Clearwater County, Idaho
5	Clinton County, Indiana
5	Clinton County, Iowa
5	Clinton County, Michigan
5	Clinton County, Missouri
5	Clinton County, Ohio
5	Clinton County, Pennsylvania
5	Cloud County, Kansas
5	Coconino County, Arizona
5	Coles County, Illinois
5	Colfax County, Nebraska
5	Colfax County, New Mexico
5	Columbia County, New York
5	Columbia County, Pennsylvania
5	Columbia County, Washington
5	Columbiana County, Ohio
5	Cook County, Illinois
5	Cortland County, New York
5	Coshocton County, Ohio
5	Crawford County, Iowa
5	Crawford County, Ohio
5	Crawford County, Pennsylvania
5	Crook County, Oregon
5	Crowley County, Colorado
5	Cumberland County, Illinois
5	Cumberland County, Pennsylvania
5	Cuming County, Nebraska
5	Custer County, Nebraska
5	Cuyahoga County, Ohio
5	Dakota County, Nebraska
5	Dallas County, Iowa
5	Darke County, Ohio
5	Dauphin County, Pennsylvania
5	Daviess County, Missouri
5	Davis County, Iowa
5	Davis County, Utah
5	Dawes County, Nebraska
5	Dawson County, Nebraska
5	De Witt County, Illinois
5	DeKalb County, Illinois
5	DeKalb County, Indiana
5	DeKalb County, Missouri
5	Decatur County, Indiana
5	Decatur County, Iowa
5	Decatur County, Kansas
5	Defiance County, Ohio
5	Delaware County, Indiana
5	Delaware County, Ohio
5	Delta County, Colorado
5	Denver County, Colorado
5	Des Moines County, Iowa
5	Deschutes County, Oregon
5	Deuel County, Nebraska
5	Dixon County, Nebraska
5	Doddridge County, West Virginia
5	Dodge County, Nebraska
5	Douglas County, Colorado
5	Douglas County, Illinois
5	Douglas County, Nebraska
5	Douglas County, Nevada
5	Douglas County, South Dakota
5	Douglas County, Washington
5	DuPage County, Illinois
5	Dubuque County, Iowa
5	Dukes County, Massachusetts
5	Dundy County, Nebraska
5	Dutchess County, New York
5	Eaton County, Michigan
5	Edgar County, Illinois
5	El Paso County, Colorado
5	Elbert County, Colorado
5	Elkhart County, Indiana
5	Elko County, Nevada
5	Ellis County, Kansas
5	Elmore County, Idaho
5	Emery County, Utah
5	Erie County, New York
5	Erie County, Ohio
5	Erie County, Pennsylvania
5	Esmeralda County, Nevada
5	Essex County, Massachusetts
5	Eureka County, Nevada
5	Fairfield County, Connecticut
5	Fairfield County, Ohio
5	Fayette County, Indiana
5	Fayette County, Ohio
5	Fayette County, Pennsylvania
5	Fayette County, West Virginia
5	Fillmore County, Nebraska
5	Ford County, Illinois
5	Forest County, Pennsylvania
5	Fountain County, Indiana
5	Franklin County, Indiana
5	Franklin County, Massachusetts
5	Franklin County, Nebraska
5	Franklin County, Ohio
5	Franklin County, Pennsylvania
5	Franklin County, Washington
5	Fremont County, Colorado
5	Fremont County, Iowa
5	Frontier County, Nebraska
5	Fulton County, Illinois
5	Fulton County, Indiana
5	Fulton County, Ohio
5	Fulton County, Pennsylvania
5	Furnas County, Nebraska
5	Gage County, Nebraska
5	Garden County, Nebraska
5	Garfield County, Colorado
5	Garfield County, Nebraska
5	Garfield County, Utah
5	Garfield County, Washington
5	Garrett County, Maryland
5	Geauga County, Ohio
5	Gem County, Idaho
5	Genesee County, Michigan
5	Genesee County, New York
5	Gentry County, Missouri
5	Gilliam County, Oregon
5	Gilpin County, Colorado
5	Gooding County, Idaho
5	Goshen County, Wyoming
5	Gosper County, Nebraska
5	Gove County, Kansas
5	Graham County, Kansas
5	Grand County, Utah
5	Grant County, Indiana
5	Grant County, Nebraska
5	Grant County, Oregon
5	Grant County, Washington
5	Grant County, West Virginia
5	Gratiot County, Michigan
5	Greeley County, Kansas
5	Greeley County, Nebraska
5	Greenbrier County, West Virginia
5	Greene County, Illinois
5	Greene County, Iowa
5	Greene County, New York
5	Greene County, Ohio
5	Greene County, Pennsylvania
5	Gregory County, South Dakota
5	Grundy County, Illinois
5	Grundy County, Missouri
5	Guernsey County, Ohio
5	Guthrie County, Iowa
5	Hall County, Nebraska
5	Hamilton County, Indiana
5	Hamilton County, Kansas
5	Hamilton County, Nebraska
5	Hampden County, Massachusetts
5	Hampshire County, Massachusetts
5	Hampshire County, West Virginia
5	Hancock County, Illinois
5	Hancock County, Indiana
5	Hancock County, Ohio
5	Hancock County, West Virginia
5	Hardin County, Ohio
5	Harding County, New Mexico
5	Hardy County, West Virginia
5	Harlan County, Nebraska
5	Harney County, Oregon
5	Harrison County, Iowa
5	Harrison County, Missouri
5	Harrison County, Ohio
5	Harrison County, West Virginia
5	Hartford County, Connecticut
5	Hayes County, Nebraska
5	Henderson County, Illinois
5	Hendricks County, Indiana
5	Henry County, Illinois
5	Henry County, Indiana
5	Henry County, Iowa
5	Henry County, Ohio
5	Highland County, Ohio
5	Hillsborough County, New Hampshire
5	Hillsdale County, Michigan
5	Hitchcock County, Nebraska
5	Hocking County, Ohio
5	Holmes County, Ohio
5	Holt County, Missouri
5	Holt County, Nebraska
5	Hood River County, Oregon
5	Hooker County, Nebraska
5	Howard County, Indiana
5	Howard County, Nebraska
5	Huerfano County, Colorado
5	Humboldt County, Nevada
5	Hunterdon County, New Jersey
5	Huntingdon County, Pennsylvania
5	Huntington County, Indiana
5	Huron County, Ohio
5	Hutchinson County, South Dakota
